,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,Histogram,CCI_14,WILLR_14,MFI_14,UO,TRIX_30_9,DPO,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
10,2015-01-16,2227.10009765625,2299.60009765625,2200.0,2247.10009765625,1268.6112060546875,145073,1,0.0,0.0,0.0,0.0,0.0,0.0,105.90507202148456,-0.2328940284496639,0.1758583411574363,-0.8814477422274649
11,2015-01-19,2247.10009765625,2260.0,2179.89990234375,2200.199951171875,1242.13330078125,140729,-1,0.0,0.0,0.0,0.0,0.0,0.0,93.58992309570294,-0.158123420121578,0.4157061949372291,-0.6152036096900702
12,2015-01-20,2200.199951171875,2268.89990234375,2200.0,2211.0,1248.2308349609375,178552,0,0.0,0.0,0.0,0.0,0.0,0.0,117.1199768066408,-0.3395340703427791,0.2375694587826728,-0.8371405014768243
13,2015-01-21,2211.0,2249.89990234375,2102.10009765625,2111.199951171875,1191.88818359375,379854,-1,0.0,-109.90991701444806,-98.6961090716498,23.87315384855276,0.0,0.0,12.704937744140809,-0.0618294452388699,0.7287472542375326,-0.7834384683519602
14,2015-01-22,2111.199951171875,2145.0,2011.0,2046.699951171875,1155.47412109375,295179,-1,0.0,-118.24292175013844,-95.4747172529983,22.33374952154563,0.0,0.0,-43.63005981445304,-0.1235513438542301,0.5831749923527241,-0.8099315883591771
15,2015-01-23,2046.699951171875,2099.800048828125,1920.0999755859373,1930.800048828125,1090.04248046875,471697,-1,0.0,-126.49071317783324,-98.62801988623777,21.31530429299456,0.0,0.0,-147.81995239257822,-0.2476105256202189,0.2494212090969085,-0.7846500054001808
16,2015-01-26,1930.800048828125,1931.0,1801.0,1803.0999755859373,1017.9486694335938,326219,-1,0.0,-146.97758940300392,-99.76106771882245,21.44020687025748,0.0,0.0,-274.8350158691408,-0.2571392083274467,0.1774239838123321,-0.8037086445838213
17,2015-01-27,1803.0999755859373,1835.0,1800.0,1800.5,1016.4811401367188,319053,0,0.0,-138.03140766425108,-99.94317535452974,21.216096832232044,0.0,0.0,-293.29999389648447,-0.1604444564975522,0.2819506004452705,-0.7552006272599101
18,2015-01-28,1800.5,1810.0,1680.199951171875,1696.9000244140625,957.9931640625,237234,-1,0.0,-138.2844916251485,-98.32126332705148,10.231512210627717,0.0,0.0,-428.8449645996093,-0.3175651669088337,0.070633016526699,-0.8526800498366356
19,2015-01-29,1696.9000244140625,1696.9000244140625,1558.9000244140625,1598.0999755859375,902.2151489257812,313798,-1,0.0,-141.0253283910086,-96.4557002261833,4.337982022552743,0.0,0.0,-566.3750061035157,-0.27244178194087,0.2147879526019096,-0.9242369290441276
20,2015-01-30,1598.0999755859375,1623.0,1550.0,1552.4000244140625,876.4148559570312,576951,-1,0.0,-128.62867432438247,-99.77358260244694,4.171184440999043,0.0,0.0,-675.154962158203,-0.1676338016986847,0.3372390754520893,-0.8710213396698236
21,2015-02-02,1552.4000244140625,1625.5999755859375,1500.0,1572.0999755859375,887.53662109375,299851,1,0.0,-111.81095103819662,-92.80439365409804,4.5024428501071565,0.0,0.0,-720.8750061035157,-0.3578003008539478,0.0413495078682899,-0.8496994795277715
22,2015-02-03,1572.0999755859375,2000.0,1589.0,1895.5,1070.1136474609375,930484,1,0.0,-32.29766132915356,-56.05555555555555,22.673747342484216,0.0,0.0,-459.44498901367206,-0.2592278154566884,0.3228999078273773,-0.6959863156080246
23,2015-02-04,1895.5,2360.0,2000.0,2305.699951171875,1301.6943359375,1494476,1,0.0,85.20222826154425,-6.313959166061045,45.54953117407334,0.0,0.0,-116.08003540039044,-0.2753705017268658,0.4727851673960686,-0.9210211783647536
24,2015-02-05,2305.699951171875,2850.0,2358.10009765625,2723.89990234375,1537.790771484375,1716280,1,0.0,179.58380727851224,-9.340747974537036,61.81050937023053,0.0,0.0,232.99491577148456,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,2723.89990234375,2755.0,2250.0,2496.300048828125,1409.2982177734375,1512830,-1,0.0,126.06953801035476,-26.19999638310185,50.85256742784441,0.0,0.0,-57.14993896484384,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,2496.300048828125,2470.0,2320.0,2366.89990234375,1336.2449951171875,434652,-1,0.0,90.97046636799804,-35.78519241898148,47.27833644706285,0.0,0.0,-226.44508056640643,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,2366.89990234375,2680.0,2350.0,2490.89990234375,1406.2496337890625,533264,1,0.0,103.0070168932214,-26.600007233796298,52.54268822439456,57.66081407739865,0.0,-152.28507690429706,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,2490.89990234375,2610.10009765625,2500.0,2599.60009765625,1467.6168212890625,673373,1,0.0,96.20844371314118,-18.54814091435185,57.76686695443976,59.408897363461854,0.0,-98.86988525390645,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,2599.60009765625,2897.89990234375,2560.0,2866.0,1618.014404296875,1308171,1,0.0,109.74155718036214,-2.281987593694368,66.21176861229111,62.691670823109725,0.0,118.52001342773428,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,2866.0,3150.10009765625,2874.0,3021.699951171875,1705.915283203125,993691,1,0.0,125.3568805910567,-7.781355001842039,71.44763708070097,60.02518999169882,0.0089813182752029,223.87996826171863,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,3021.699951171875,3498.800048828125,3049.0,3461.800048828125,1954.375732421875,943868,1,0.0,146.18957246140033,-1.8511106211795747,75.89307979876061,63.39843426649786,0.0304221556943762,629.2850708007813,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,3461.800048828125,3749.89990234375,3250.0,3519.39990234375,1986.894287109375,1437262,1,0.0,147.56379803108422,-10.244900218000152,80.36255597769204,64.1257107865235,0.0624649862917436,670.9149169921875,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,3519.39990234375,3619.89990234375,3010.0,3350.60009765625,1891.597412109375,1428317,-1,188.90249873526488,109.4467255148351,-17.747447531845495,71.47872246676403,64.25610811239218,0.1007450831650436,508.12010498046857,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,3350.60009765625,3499.0,3200.0,3383.39990234375,1910.114501953125,733221,1,169.7635276872358,98.10538976006885,-16.28961357872909,74.8642284533169,65.92191727195106,0.1439697458085254,535.7699096679689,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,3383.39990234375,3444.800048828125,3281.10009765625,3313.300048828125,1870.5394287109373,214501,-1,143.3595052988306,82.54127633844968,-20.20453853702715,74.40182199610983,63.1981437239539,0.18976716664032,456.5750488281251,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,3313.300048828125,3342.0,3020.0,3054.0,1724.150390625,660061,-1,101.38497219197733,40.61972829384601,-39.76798338074583,69.52866103983457,56.295848259864776,0.2339061778366735,193.1899902343748,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,3054.0,3200.0,2531.10009765625,2598.39990234375,1466.9390869140625,896294,-1,39.09303161960776,-31.71302292305862,-76.77178978414901,62.62751371226081,47.77650946134359,0.2706412808493708,-262.44010009765634,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,2598.39990234375,2800.0,2400.0,2693.699951171875,1520.7410888671875,1087081,1,2.400039537472935,-59.20715615021725,-70.41802919791196,53.46403744308022,45.52651586416636,0.3018848058183865,-151.44005126953107,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,2693.699951171875,2880.0,2625.0,2703.800048828125,1526.443603515625,859789,0,-21.76725230453914,-44.508481462911966,-73.15895691726126,61.97491977863353,43.35851891180948,0.3282609892040877,-108.5799560546875,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,2703.800048828125,2750.0,2500.0,2532.60009765625,1429.79150390625,7467302,-1,-48.33732212144111,-79.58499434634862,-86.9562032720671,41.30032699188472,38.78406829654993,0.3482250870982417,-215.10989990234384,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,2600.0,2697.89990234375,2532.60009765625,2578.89990234375,1455.9302978515625,1086265,1,-61.03006282409192,-80.90299892049732,-86.74717273235319,42.85050918405639,36.28635687415573,0.3631528308086329,-96.24510498046855,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,2597.0,2620.0,2530.0,2589.39990234375,1461.85791015625,345073,0,-66.50494808707433,-86.26350854021622,-85.96933728086753,40.38620428938492,37.3965353537675,0.3738098245533505,-22.20009765624991,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,2589.39990234375,2660.0,2581.0,2625.10009765625,1482.0128173828125,649839,1,-65.40902303941436,-72.27994438560734,-83.32468227715091,38.24775739488287,39.065574234797886,0.3811639458537241,73.80509033203134,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,2642.0,2680.0,2565.0,2603.800048828125,1469.988037109375,679470,-1,-63.74063361242142,-63.97905915262801,-84.90258066733102,33.42536803125201,45.30266716051944,0.3853851116651041,103.30504150390608,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,2551.10009765625,2640.0,2551.10009765625,2599.300048828125,1467.4473876953125,79981,0,-60.583476667945504,-60.77289220844086,-85.23593871796773,29.0518231534012,37.79987144304602,0.386847348753272,131.80003662109357,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,2599.300048828125,2629.0,2480.0,2548.800048828125,1438.9375,195190,-1,-59.456223007223954,-65.97277769312944,-87.80227389622371,20.781579100256454,38.926896486607085,0.3853665928483352,91.54002685546855,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,2548.800048828125,2600.0,2515.0,2572.60009765625,1452.373779296875,95776,1,-54.78319760185126,-60.70982875859357,-84.29480458086897,23.70149770101955,44.47540735479403,0.3816826731634082,123.34007568359355,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,2572.60009765625,2680.0,2541.0,2600.199951171875,1467.9554443359375,177600,1,-47.76536222654704,-42.40994928505164,-80.83844354750705,19.733160388872257,45.78737248265219,0.3764657046438024,161.4549316406251,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,2600.199951171875,2650.0,2545.0,2552.0,1440.7440185546875,239480,-1,-44.3742314459425,-51.30257620511952,-83.86411889596603,19.784265164872995,41.12869006862727,0.3694227041947773,117.3599853515625,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,2552.0,2600.0,2299.89990234375,2366.5,1336.01904296875,285121,-1,-52.0950480322617,-242.3927642781869,-92.60081208415949,20.522836441278244,37.02085380207628,0.358803897219051,-54.35002441406232,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,2370.0,2430.0,2150.10009765625,2168.39990234375,1224.180419921875,179936,-1,-67.0612536345612,-305.8786122641495,-97.49283365722638,21.747773385447715,33.4898383507837,0.3431153229606298,-230.18513183593768,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,2168.39990234375,2150.0,1911.5999755859373,2068.10009765625,1167.555908203125,511107,-1,-79.38994309733286,-260.91339247314755,-83.83931039603141,22.941114237484804,34.86208437517804,0.3223203264195007,-306.9849365234377,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,2068.10009765625,2198.0,2025.0,2079.699951171875,1174.1046142578125,364855,1,-82.09707775942331,-160.0729618465729,-79.94990807599049,19.06229611815012,33.881850522672906,0.2977058657629428,-273.0150756835937,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,2079.699951171875,2280.0,2080.0,2177.300048828125,1229.205322265625,223186,1,-72.95624528507605,-100.68588705231936,-66.20881368541374,51.42963893129021,35.15793560740495,0.2713151719685447,-151.4499755859374,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,2177.300048828125,2398.39990234375,2068.699951171875,2297.300048828125,1296.951904296875,863239,1,-55.2727226078329,-61.18622926076651,-49.804781235359776,47.784820272954114,40.57327988344814,0.245069805007958,-10.744970703125093,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,2369.0,2404.0,2200.0,2394.10009765625,1351.6007080078125,638150,1,-34.51639565933013,-27.455018053664197,-37.207169867252496,57.52939206293495,46.5418591227138,0.2202681777037307,108.70008544921892,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,2394.10009765625,2447.89990234375,2310.0,2393.60009765625,1351.3182373046875,762026,0,-19.05296743845649,-3.064795352190417,-37.27224014108301,57.91350982077207,49.78570636448804,0.1968769342868048,134.82008056640643,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,2393.60009765625,2540.0,2400.0,2533.699951171875,1430.41259765625,218986,1,1.2985356922694962,44.54197957670504,-19.039568477328583,69.13308918304682,58.42087465489804,0.1764022183633251,301.44493408203107,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,2533.699951171875,2580.0,2451.0,2493.5,1407.7177734375,187692,-1,12.13765810791918,55.96649739654982,-24.271212138783326,71.64838719459969,56.35105256982065,0.1580578381827457,281.1799804687498,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,2493.5,2493.0,2370.0,2450.5,1383.4415283203125,206101,-1,16.2400431161592,30.95346264459452,-29.86725568820789,71.62220975038959,59.1293024442749,0.141155241719737,248.3499755859375,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,2450.5,2480.0,2299.0,2303.10009765625,1300.2261962890625,406827,-1,9.205345615069476,3.3332011004035325,-49.04995970440683,65.41555188081092,54.017699563367664,0.1239814537338013,108.32507934570322,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,2303.10009765625,2339.0,2100.0,2144.10009765625,1210.4617919921875,337511,-1,-5.202360951617663,-65.6335517574014,-68.51298559276093,60.25133666883022,46.79128868176469,0.1050252364316106,-44.19492187500009,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,2100.0,2200.0,2005.0,2155.10009765625,1216.672119140625,293273,1,-12.615190893925998,-89.08121614229375,-64.62810670618877,60.23526070756938,46.12226441116528,0.0849362963268207,-21.90491943359393,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,2135.0,2249.89990234375,2120.0,2156.39990234375,1217.406005859375,78959,0,-15.845466118236828,-52.57528666965184,-63.37523671211549,64.28219497201725,44.67501396116002,0.0641542119468763,4.844885253906341,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,2156.39990234375,2209.89990234375,2120.0,2120.0,1196.856201171875,123607,-1,-18.65465291667536,-59.48737760865672,-68.82106271663415,65.03771957688856,39.92560931221039,0.0426378969348162,-2.095013427734557,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,2120.10009765625,2220.0,2120.10009765625,2134.699951171875,1205.1551513671875,1274962,1,-17.74905643344283,-62.83047321837692,-77.44348675271739,77.16355320649681,37.771258457450806,0.020921763582371,27.36994018554697,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,2134.699951171875,2168.0,2118.89990234375,2119.699951171875,1196.686767578125,88311,-1,-16.417506430059305,-77.75341866564148,-80.0521824048913,74.68949455957204,34.60120347201461,-0.0008755104985547,23.99494018554697,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,2119.699951171875,2140.0,2039.9000244140625,2067.800048828125,1167.38671875,174934,-1,-17.206225808399864,-98.24710146962023,-89.07825237771739,71.61047900835189,37.3302339643756,-0.0230542615727191,-21.65996704101553,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,2067.800048828125,2067.800048828125,1985.0,2021.5,1141.2474365234375,209776,-1,-18.88595694748412,-107.95697408697102,-93.8655462184874,64.03773521893956,39.38054228335524,-0.0457919896832637,-59.545013427734375,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,2020.0,2059.0,1950.0,1967.800048828125,1110.9310302734375,225004,-1,-21.46530227843847,-107.17711246258384,-97.17459542410715,56.03245010321792,28.320409875903675,-0.0693058795658951,-112.67996215820312,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,1970.0999755859373,2047.9000244140625,1941.0,1965.0,1109.350341796875,90759,0,-21.17605819001747,-101.6982986680062,-96.24413145539906,45.61634257469133,26.75335454131793,-0.0932086089826644,-117.00000610351572,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,1965.0,1988.199951171875,1910.0,1920.5999755859373,1084.2840576171875,151443,-1,-21.71054921708702,-119.43779789732324,-98.41791409165114,40.48001122578322,26.117564157933167,-0.1176295554149553,-162.79502563476603,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,1985.0,1985.0,1931.0999755859373,1950.0999755859373,1100.938232421875,89192,1,-17.967712905869703,-102.9312360853122,-93.1217880641617,38.29927516934029,28.34381530497874,-0.1418604020129499,-144.285028076172,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,1980.0,2000.0,1936.800048828125,1951.5,1101.728759765625,48211,0,-13.492459091813087,-86.64579073341783,-92.71929824561404,41.56476846671972,28.391159407190774,-0.1656250782651858,-159.09500122070312,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,1939.0,1950.0,1785.0,1788.300048828125,1028.031005859375,172447,-1,-19.26637423902628,-149.04354950677887,-99.40432331622291,45.36166061659867,24.552721826356464,-0.1905014629937751,-344.8199523925782,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,1788.300048828125,1834.0,1800.0,1804.9000244140625,1037.57373046875,217228,1,-19.64326851445702,-145.02352754206296,-95.71950342133042,47.71272520000514,23.88948582647706,-0.2158053382933844,-353.17498168945303,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,1860.0,2140.0,1820.0,2098.300048828125,1206.2391357421875,823447,1,1.09184619877783,1.9814378801003203,-32.60913860195459,62.7941716849472,42.04474851734115,-0.2379213446926376,-94.60494995117188,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,2156.0,2350.0,2156.0,2301.199951171875,1322.8792724609375,473784,1,28.194595258020684,168.69467600960658,-8.637176783738942,66.68590319215944,51.14079013399921,-0.254884081775486,71.83495483398428,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,2416.0,2497.0,2351.0,2368.60009765625,1361.6253662109375,546256,1,49.15614422032709,201.54241857155256,-18.03369414940309,73.03647432386195,51.295500113717374,-0.2666078543805628,103.78010864257794,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,2374.0,2450.0,2190.0,2282.199951171875,1311.95703125,398142,-1,55.24245671508773,126.8449139593942,-30.168546183725415,55.039248516341374,49.1700343734453,-0.2747721249901746,-17.160040283203216,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,2300.0,2350.0,2230.10009765625,2291.800048828125,1317.4757080078125,196259,0,57.68680718880593,102.14208803240412,-28.8202178612184,53.26855954247247,50.4270660988917,-0.2797345494522707,-44.51494140624982,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,2216.5,2300.0,2149.0,2174.5,1250.0438232421875,268812,-1,49.49035874415696,56.51026550404,-45.29494382022472,51.804921338235445,51.185017733249936,-0.2832362105198993,-192.3549865722657,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,2174.5,2230.0,2150.0,2183.0,1254.929931640625,94845,0,42.96960174137583,41.55290076297749,-44.10112359550562,53.1903835451729,50.750390151445934,-0.2853298893215727,-210.98499145507824,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,2183.0,2380.0,2195.0,2376.199951171875,1365.994384765625,408917,1,49.53014750474546,79.31621751968717,-16.96629899271419,61.09899125596662,51.544223505086826,-0.2840026503022952,-43.62504272460956,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,2400.0,2480.0,2365.0,2444.199951171875,1405.0848388671875,794718,1,55.84302814632979,104.13486101420024,-7.41573719496138,69.40086660218289,49.693903479521126,-0.2790250718631371,-0.695043945312591,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,2551.0,2613.0,2525.0,2585.199951171875,1486.1409912109375,742087,1,66.20115735453841,136.84488990183002,-3.357493819821855,75.97638542814765,55.275176825182896,-0.269422316357415,127.22496337890608,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,2590.0,2649.0,2556.0,2618.800048828125,1505.456787109375,464027,1,71.54688305517604,129.9213113326663,-3.495364718967009,77.88656848816477,59.72525735417509,-0.2556503688938227,154.9550537109376,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,2668.5,2797.0,2630.0,2764.39990234375,1589.1566162109375,333329,1,80.45519251720559,150.72478297911888,-3.221353523344861,79.1894362632867,63.349157007351685,-0.236868025507364,294.34991455078125,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,2800.0,2858.89990234375,2725.0,2750.699951171875,1581.281005859375,360797,0,80.77995711995075,140.83097544475288,-10.218147242471854,82.35617789465309,64.73638675257727,-0.2142498474568266,271.0849609375,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,2750.0,2750.0,2670.0,2676.89990234375,1538.8563232421875,298369,-1,71.68813570865242,99.76146307294208,-17.518530860327296,80.08771375497689,62.92924296215914,-0.1895065984898303,194.1349121093749,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,2695.0,2695.0,2600.0,2655.800048828125,1526.7264404296875,220941,-1,60.37060050052111,69.31244390381228,-28.60964663399536,74.31543517678662,56.99157631690212,-0.1634884694421412,158.61005859375018,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,2655.800048828125,2675.0,2640.0,2659.699951171875,1528.968505859375,108750,0,49.7091441054265,61.92204870610745,-28.060287163614483,72.77144914661318,55.33572449995209,-0.1366382553554479,148.17496337890634,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,2659.699951171875,2656.0,2550.0,2560.89990234375,1472.1717529296875,217469,-1,33.35042820891704,31.922993093682223,-41.97774911873442,66.54351499526646,47.63827669297863,-0.1105169398087579,44.5299072265625,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,2570.0,2570.0,2484.0,2494.10009765625,1433.770751953125,363690,-1,16.244499800634003,-0.3451730678512696,-51.38749892528587,66.56304945525467,43.86625090140264,-0.0860458629490468,-17.949902343750182,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,2485.0,2485.0,2278.0,2305.10009765625,1325.1214599609375,998149,-1,-8.268601384624347,-69.27899604804848,-78.01097068179864,57.66071992484688,32.20577692345885,-0.065371822165694,-188.98990478515637,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,2299.0,2350.0,2180.0,2306.300048828125,1325.8111572265625,296910,0,-23.98239533845313,-107.65269163367492,-77.95174631688211,57.325780305611474,40.65942489306919,-0.0480370074388725,-166.46495361328107,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,2400.0,2450.10009765625,2355.0,2359.89990234375,1356.6236572265625,231132,1,-29.95851086368978,-74.20943405906891,-73.50126259811117,59.74571015899144,42.15646476459707,-0.0330257725741911,-85.79510498046875,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,2359.89990234375,2440.0,2390.0,2418.60009765625,1390.3685302734375,195823,1,-29.12418694477931,-68.12367325156134,-64.8548929183026,58.39871888777999,41.69383286607928,-0.0194202470123472,0.195092773437409,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,2498.0,2569.0,2452.0,2492.699951171875,1432.966064453125,216300,1,-23.01579803752054,-26.47838543900089,-53.94019794488872,53.87877779099077,42.17277702083192,-0.0062767820541709,97.4599365234376,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,2492.699951171875,2530.0,2440.0,2473.5,1421.9285888671875,294126,-1,-19.823657121792262,-34.531023946494614,-56.76829544580034,42.89867390167415,42.856848240135086,0.0061086915788877,101.19498291015634,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,2473.5,2418.0,2349.0,2354.800048828125,1353.69189453125,217143,-1,-24.93137667697128,-78.73749496895601,-74.25245633050366,34.53873086476735,40.29524779007686,0.0163570129330992,5.950024414062682,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,2354.10009765625,2480.0,2354.10009765625,2463.0,1415.8924560546875,398769,1,-20.436487542528116,-42.49929220977474,-58.314915199868814,34.89560321270361,47.78291380339103,0.0259678498608639,133.2149658203125,-0.1071828777901828,0.503062080591917,-0.7974981786683202
103,2015-06-01,2463.0,2500.0,2439.0,2469.699951171875,1419.743896484375,383513,0,-16.58941281926166,-11.452192729299616,-49.17544716282895,34.56603824156683,45.81164841708544,0.0350086955648087,148.11992187499982,-0.3126124762929976,0.3202454522252083,-0.8187549719586968
